,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
2649,Aaron Emisael,2017-08-11,"Chicago, IL",within an hour,98%,0,Logan Square,"['email', 'phone']",t,1,No specified,Logan Square,1,1,1 shared bath,"[""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Iron"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-06-27,2024-09-01,R19000041980,1,145551824,99.0,54.0,41.91691,-87.69657,4.0,1.0,1.0,1.0,40.0,2.0,30,2.0,1125.0,24,54,84,159,99.0,16.0,2.0,4.8,4.9,4.9,4.8,4.9,4.69,4.8,2.52
2650,Aaron Emisael,2017-08-11,"Chicago, IL",within an hour,98%,0,Logan Square,"['email', 'phone']",t,1,No specified,Logan Square,1,1,1 shared bath,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Iron"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-06-12,2024-08-28,R19000041980,1,145551824,99.0,54.0,41.9189,-87.6964,3.0,1.0,1.0,1.0,44.0,2.0,30,2.0,30.0,8,31,61,136,122.0,25.0,2.0,4.8,4.9,4.9,4.75,4.9,4.76,4.8,3.07
2651,Aaron Emisael,2017-08-11,"Chicago, IL",within an hour,98%,0,Logan Square,"['email', 'phone']",t,1,No specified,Logan Square,1,1,1 shared bath,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Iron"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-06-18,2024-08-28,R19000041980,1,145551824,99.0,54.0,41.9172,-87.69429,2.0,1.0,1.0,1.0,44.0,2.0,30,2.0,30.0,23,53,83,158,117.0,32.0,3.0,4.55,4.47,4.9,4.74,4.72,4.79,4.52,2.95
2652,Aaron Emisael,2017-08-11,"Chicago, IL",within an hour,98%,0,Logan Square,"['email', 'phone']",t,1,No specified,Logan Square,1,1,1 shared bath,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Iron"", ""Fire extinguisher"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-06-24,2024-08-27,R19000041980,1,145551824,99.0,54.0,41.91883,-87.69642,1.0,1.0,1.0,1.0,36.0,2.0,30,2.0,1125.0,15,45,75,150,91.0,34.0,2.0,4.8,4.9,4.9,4.6,4.9,4.55,4.8,2.31
2666,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""Garden view"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Any conditioner"", ""Long term stays allowed"", ""Central air conditioning"", ""Stainless steel gas stove"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Shared patio or balcony"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Any body soap"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""42 inch HDTV with Netflix, standard cable, Amazon Prime Video"", ""Microwave"", ""Hot water""]",t,2021-06-19,2024-08-28,R21000063925,0,260588213,99.0,27.0,41.82742,-87.66921,2.0,2.0,1.0,1.0,449.0,1.0,1125,2.0,1125.0,8,9,31,306,82.0,22.0,2.0,4.67,4.76,4.57,4.87,4.78,4.62,4.77,2.07
2667,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Stove"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Free parking on premises"", ""Long term stays allowed"", ""Central air conditioning"", ""Outdoor dining area"", ""Body soap"", ""Theme room"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Free washer \u2013 In unit"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""42 inch HDTV with Netflix, Amazon Prime Video, standard cable"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-06-20,2024-08-06,R21000063925,1,260588213,99.0,27.0,41.82827,-87.669,2.0,2.0,1.0,1.0,40.0,1.0,1125,2.0,1125.0,4,29,59,332,93.0,11.0,0.0,4.73,4.74,4.61,4.84,4.75,4.57,4.74,2.35
2668,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Refrigerator"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""AEG stainless steel induction stove"", ""Heating"", ""Exterior security cameras on property"", ""Garden view"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Hangers"", ""Private patio or balcony"", ""Free parking on premises"", ""Long term stays allowed"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Outdoor dining area"", ""Body soap"", ""Theme room"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""32 inch HDTV with standard cable, Netflix, Amazon Prime Video"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-06-25,2024-07-01,R21000063925,0,260588213,99.0,27.0,41.82658,-87.66733,1.0,2.0,1.0,1.0,39.0,1.0,1125,2.0,1125.0,0,0,0,260,49.0,16.0,0.0,4.67,4.86,4.65,4.9,4.84,4.61,4.71,1.24
2670,Carl,2017-07-11,"Chicago, IL",within an hour,96%,0,West Englewood,"['email', 'phone']",t,1,Neighborhood highlights,West Englewood,8,1,1 shared bath,"[""Bikes"", ""DOVE body soap"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Central heating"", ""Stove"", ""Exterior security cameras on property"", ""KENMORE refrigerator"", ""Babysitter recommendations"", ""Coffee"", ""Lock on bedroom door"", ""Hangers"", ""Oven"", ""Private entrance"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""65 inch HDTV"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Single level home"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Blender"", ""SUAVE shampoo"", ""Board games"", ""Freezer"", ""Baking sheet"", ""BOOMBOX sound system"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-09-12,2024-08-10,R24000118696,1,139903100,99.0,8.0,41.79202281167852,-87.67341687147352,2.0,1.0,1.0,1.0,55.0,2.0,365,2.0,365.0,12,12,14,289,25.0,7.0,0.0,4.72,4.56,4.64,4.72,4.76,4.9,4.52,0.68
2680,Taylor,2020-09-13,"Chicago, IL",a few days or more,0%,0,Lower West Side,"['email', 'phone']",t,1,No specified,Near West Side,1,1,1 shared bath,"[""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Smart lock"", ""Lock on bedroom door"", ""Cleaning available during stay"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Bed linens"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Mini fridge"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,0,367411016,96.0,33.0,41.86049,-87.66344,2.0,1.0,1.0,1.0,44.0,32.0,1125,32.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.88,4.9,4.8,4.88,4.9,4.8,2.24
2681,Taylor,2020-09-13,"Chicago, IL",a few days or more,0%,0,Lower West Side,"['email', 'phone']",t,1,No specified,Near West Side,1,1,1 shared bath,"[""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Smart lock"", ""Lock on bedroom door"", ""Cleaning available during stay"", ""Hangers"", ""Private entrance"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Bed linens"", ""Essentials"", ""Cleaning products"", ""Laundromat nearby"", ""Fire extinguisher"", ""Mini fridge"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Freezer"", ""Kitchen"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,0,367411016,96.0,33.0,41.86039,-87.66299,2.0,1.0,1.0,1.0,44.0,32.0,1125,32.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.88,4.9,4.8,4.88,4.9,4.8,2.24
2695,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Shower gel"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Coffee"", ""Lock on bedroom door"", ""Shampoo"", ""Cleaning available during stay"", ""Hangers"", ""Free parking on premises"", ""Long term stays allowed"", ""Central air conditioning"", ""43 inch HDTV with premium cable, Amazon Prime Video, Netflix"", ""Outdoor dining area"", ""Body soap"", ""Theme room"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-06-20,2024-07-08,R21000063925,0,260588213,99.0,27.0,41.82608,-87.66769,2.0,2.0,1.0,1.0,40.0,1.0,1125,2.0,1125.0,0,0,0,259,70.0,11.0,0.0,4.63,4.71,4.53,4.89,4.87,4.67,4.59,1.77
2703,Claridge House Hotel,2019-07-25,"Chicago, IL",within an hour,99%,0,Gold Coast,"['email', 'phone']",t,1,No specified,Near North Side,12,1,1 private bath,"[""Refrigerator"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Exterior security cameras on property"", ""Shampoo"", ""Gym"", ""Hangers"", ""TV"", ""Air conditioning"", ""High chair"", ""Elevator"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm""]",t,2022-04-21,2023-10-22,2457970,1,279208831,84.0,6.0,41.90641,-87.63019,2.0,1.0,1.0,1.0,274.0,1.0,28,1.0,731.0,14,39,68,327,2.0,1.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,4.5,0.07
2710,G,2015-01-20,"Chicago, IL",within an hour,100%,1,Montclare,"['email', 'phone']",t,1,No specified,Montclare,4,1,1 private bath,"[""Shower gel"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Exterior security cameras on property"", ""Breakfast"", ""Smart lock"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Air conditioning"", ""Long term stays allowed"", ""Game console"", ""Washer"", ""Body soap"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""TV with standard cable"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Microwave"", ""Hot water""]",t,2021-07-13,2024-08-11,R21000072582,0,26404242,97.0,3.0,41.92823,-87.7,2.0,1.0,1.0,1.0,65.0,2.0,1125,2.0,1125.0,0,15,45,224,36.0,10.0,0.0,4.92,4.89,4.81,4.94,4.92,4.86,4.89,0.93
2711,Christiane,2013-01-29,"Chicago, IL",within a few hours,100%,1,East Pilsen,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Lower West Side,11,1,1 private bath,"[""Shower gel"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""First aid kit"", ""Wolf stainless steel oven"", ""Portable fans"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Free dryer \u2013 In unit"", ""32 inch HDTV with Netflix"", ""BBQ grill: gas"", ""Exterior security cameras on property"", ""Dove for sensitive skin body soap"", ""Breakfast"", ""Dining table"", ""Lock on bedroom door"", ""Coffee"", ""Samsung refrigerator"", ""Wolf stainless steel gas stove"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Outdoor furniture"", ""Central air conditioning"", ""Hot water kettle"", ""Outdoor dining area"", ""Books and reading material"", ""Dishes and silverware"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine"", ""City skyline view"", ""Drying rack for clothing"", ""Aussie Miracle conditioner"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Aussie Miracle  shampoo"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Board games"", ""Clothing storage: closet and dresser"", ""Host greets you"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2021-12-06,2024-07-24,R21000074021,0,4900623,87.0,2.0,41.85791,-87.64368,2.0,1.0,1.0,1.0,92.0,3.0,14,3.0,14.0,2,8,16,96,94.0,34.0,0.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,2.77
2715,Zaine Lizandra,2019-05-08,"Chicago, IL",within an hour,100%,0,McKinley Park,"['email', 'phone']",t,1,Neighborhood highlights,Mckinley Park,4,1,2 shared baths,"[""Refrigerator"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Coffee"", ""Lock on bedroom door"", ""Shampoo"", ""Cleaning available during stay"", ""Hangers"", ""Free parking on premises"", ""Long term stays allowed"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Coffee maker: drip coffee maker"", ""Outdoor dining area"", ""Body soap"", ""Theme room"", ""Conditioner"", ""Hair dryer"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""32 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""Dishes and silverware"", ""Laundromat nearby"", ""Clothing storage: wardrobe"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Smoke alarm"", ""Single level home"", ""Induction stove"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Baking sheet"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-06-20,2024-08-23,R21000063925,0,260588213,99.0,27.0,41.82644,-87.66941,1.0,2.0,1.0,1.0,162.9,1.0,1125,2.0,1125.0,7,34,64,339,66.0,12.0,1.0,4.59,4.61,4.53,4.79,4.7,4.45,4.47,1.67
2746,Tavis,2017-04-13,"Chicago, IL",within an hour,100%,0,South Shore,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,South Shore,4,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Backyard"", ""Self check-in"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Stove"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Fast wifi \u2013 340 Mbps"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-07-11,2023-09-10,R21000075320,0,125651621,100.0,2.0,41.76292,-87.59051,2.0,1.0,1.0,1.0,60.0,32.0,730,32.0,730.0,30,60,90,365,4.0,0.0,0.0,4.75,4.5,4.75,4.9,5.0,5.0,4.8,0.1
2755,Emmanuel,2021-04-05,"Chicago, IL",within an hour,100%,0,Humboldt Park,['phone'],t,1,No specified,Humboldt Park,1,1,1 shared bath,"[""Refrigerator"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Free parking on premises"", ""Bathtub"", ""Lockbox"", ""Body soap"", ""Smoking allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Cleaning products"", ""Iron"", ""Dedicated workspace"", ""43 inch HDTV with Roku, Netflix, Amazon Prime Video"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Smoke alarm"", ""Free street parking"", ""Portable heater"", ""Kitchen"", ""Cooking basics""]",t,2021-09-12,2024-09-02,R21000069217,0,395651225,100.0,2.0,41.89205,-87.71335,2.0,1.0,1.0,1.0,60.0,32.0,1125,32.0,1125.0,26,56,86,361,45.0,7.0,3.0,4.8,4.53,4.9,4.67,4.69,4.9,4.49,1.23
2766,Allyn,2017-06-05,"Chicago, IL",within an hour,100%,1,Jefferson Park,"['email', 'phone']",t,1,Neighborhood highlights,Jefferson Park,1,1,1 shared bath,"[""First aid kit"", ""Wifi"", ""Central heating"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Clothing storage"", ""Paid dryer \u2013 In building"", ""Air conditioning"", ""Body soap"", ""Paid washer \u2013 In building"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Bed linens"", ""Dishes and silverware"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Hot water""]",t,2021-10-18,2024-08-21,R21000071783,0,133481678,95.0,1.0,41.98339,-87.7,1.0,1.0,1.0,1.0,70.0,3.0,365,4.0,365.0,23,53,83,172,32.0,14.0,1.0,4.78,4.78,4.72,4.72,4.75,4.84,4.69,0.9
2780,Alka,2015-09-28,"Chicago, IL",within an hour,100%,0,Sheffield & DePaul,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Lincoln Park,4,1,1 private bath,"[""Shower gel"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Bose sound system with Bluetooth and aux"", ""First aid kit"", ""Self check-in"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Movie theater"", ""Coffee"", ""Lock on bedroom door"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Bathtub"", ""Room-darkening shades"", ""Public Goods shampoo"", ""Outdoor furniture"", ""Central air conditioning"", ""Hot water kettle"", ""Outdoor dining area"", ""EV charger"", ""Sun loungers"", ""Public Goods conditioner"", ""Paid parking lot off premises"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Fast wifi \u2013 308 Mbps"", ""City skyline view"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Mini fridge"", ""42 inch HDTV with Apple TV, standard cable, Roku, Hulu, HBO Max, Amazon Prime Video, Netflix"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Piano"", ""Dedicated workspace"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Board games"", ""Laundromat nearby"", ""Public Goods body soap"", ""Shared patio or balcony"", ""Coffee maker: french press"", ""Hot water""]",t,2021-09-20,2024-08-25,R22000087253,0,45312905,100.0,2.0,41.92547,-87.65184,2.0,1.0,1.0,2.0,175.0,3.0,14,3.0,1125.0,0,0,0,0,44.0,1.0,1.0,4.89,4.93,4.95,5.0,4.98,4.82,4.68,1.21
2791,Jorge,2020-01-13,"Chicago, IL",within a few hours,97%,0,South Chicago,"['email', 'phone']",t,1,Neighborhood highlights,Near West Side,4,1,1 shared bath,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Iron"", ""TV"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-08-01,2024-01-28,R22000087368,0,327103193,96.0,14.0,41.86642,-87.68405,2.0,1.0,1.0,1.0,45.0,28.0,365,28.3,365.0,16,31,31,31,7.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,4.71,4.86,0.18
2792,Michele,2012-06-24,"Chicago, IL",within an hour,100%,1,Greater Grand Crossing,"['email', 'phone']",t,1,Neighborhood highlights,Greater Grand Crossing,4,1,2 shared baths,"[""Shower gel"", ""Paid parking on premises"", ""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Stainless steel oven"", ""Dishwasher"", ""Central heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Sound system"", ""Hangers"", ""Wine glasses"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Long term stays allowed"", ""Central air conditioning"", ""40 inch HDTV"", ""Rice maker"", ""Hot water kettle"", ""Body soap"", ""Fast wifi \u2013 856 Mbps"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Private backyard \u2013 Fully fenced"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Baking sheet"", ""Paid street parking off premises"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-09-05,2024-09-10,R21000069314,0,2725609,100.0,1.0,41.9,-87.60544,2.0,2.0,1.0,1.0,68.0,2.0,60,2.0,60.0,9,15,45,319,38.0,14.0,2.0,4.95,4.95,4.92,4.95,4.92,4.47,4.87,1.03
2795,Jorge,2020-01-13,"Chicago, IL",within a few hours,97%,0,South Chicago,"['email', 'phone']",t,1,No specified,Near West Side,4,1,1 shared bath,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Iron"", ""TV"", ""Air conditioning"", ""Heating"", ""Fire extinguisher"", ""Kitchen"", ""Carbon monoxide alarm"", ""Hot water""]",t,2021-08-02,2024-08-31,2797388,0,327103193,96.0,14.0,41.86852,-87.68591,2.0,1.4,1.5,2.1,237.0,28.0,90,27.8,90.0,1,1,18,18,12.0,1.0,1.0,4.5,4.67,4.58,4.67,4.9,4.5,4.58,0.31
2796,Giang,2014-10-21,"Chicago, IL",within an hour,100%,1,Bronzeville,"['email', 'phone']",t,1,Neighborhood highlights,Grand Boulevard,4,1,1 shared bath,"[""Shower gel"", ""Bidet"", ""Refrigerator"", ""Radiant heating"", ""Self check-in"", ""Dishwasher"", ""Clothing storage: walk-in closet"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Ethernet connection"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""TV"", ""Outdoor furniture"", ""Lockbox"", ""Children\u2019s books and toys"", ""Rice maker"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""BBQ grill: charcoal"", ""Drying rack for clothing"", ""Barbecue utensils"", ""Fast wifi \u2013 130 Mbps"", ""Dedicated workspace"", ""Toaster"", ""Window AC unit"", ""Shared patio or balcony"", ""Gas stove"", ""Free street parking"", ""Indoor fireplace"", ""Blender"", ""Board games"", ""Freezer"", ""Shared backyard \u2013 Fully fenced"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-12-05,2024-06-16,R22000093973,0,22783256,100.0,1.0,41.80546,-87.61385,2.0,1.0,1.0,1.0,70.0,3.0,1125,2.0,1125.0,9,39,68,68,50.0,12.0,0.0,4.88,4.82,4.8,4.96,4.92,4.56,4.74,1.47
