,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
19029,Marco,2015-12-21,"Mexico City, Mexico",within an hour,97%,0,Polanco,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,27,2,1 shared bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Hot water kettle"", ""Long term stays allowed"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2024-07-29,2024-07-29,Without license,1,51921637,87.0,13.0,19.41567,-99.15884,1.0,1.0,1.0,1.0,446.0,1.0,365,1.0,1125.0,30,60,90,269,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5
19044,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,1 shared bath,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Bathtub"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Fast wifi \u2013 347 Mbps"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,1.0,1.0,1.8,265.0,1.0,120,1.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.6,4.9,4.8,4.97,4.9,4.8,2.36
19070,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Exercise equipment"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Portable fans"", ""Hangers"", ""Teka electric stove"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Paid resort access"", ""Shower gel"", ""Fast wifi \u2013 358 Mbps"", ""Luggage dropoff allowed"", ""Coffee"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,319.0,1.0,120,1.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.79,4.9,4.8,5.0,4.9,4.8,0.08
19071,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Fast wifi \u2013 370 Mbps"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,1.8,263.0,1.0,120,1.0,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.79,4.9,4.8,5.0,4.9,4.8,0.08
19072,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Shared patio or balcony"", ""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""Fast wifi \u2013 348 Mbps"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""55 inch HDTV with Netflix, standard cable"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,1.8,267.0,1.0,120,1.0,120.0,28,58,88,363,0.0,0.0,0.0,4.8,4.79,4.9,4.8,5.0,4.9,4.8,0.08
19073,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 412 Mbps"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,2023-09-03,2023-09-03,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,304.0,1.0,120,1.0,1125.0,14,44,74,348,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
19074,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 376 Mbps"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,2023-09-23,2023-09-23,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,274.0,1.0,120,1.0,1125.0,27,57,87,362,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
19075,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Private gym in building"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Cleaning available during stay"", ""Induction stove"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fast wifi \u2013 243 Mbps"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Paid parking garage off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,2023-09-03,2023-09-03,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,345.0,1.0,120,1.0,1125.0,2,32,62,337,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08
19076,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Paid parking on premises"", ""Bathtub"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fast wifi \u2013 375 Mbps"", ""Fire extinguisher"", ""Room-darkening shades"", ""Trash compactor"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,278.0,1.0,120,1.0,1125.0,10,40,70,345,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,1.5
19172,Jose,2020-11-10,"Mexico City, Mexico",within an hour,100%,1,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Gustavo A. Madero,27,2,2 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Fire pit"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Bikes"", ""Refrigerator"", ""Mosquito net"", ""Ethernet connection"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV"", ""Baking sheet"", ""Coffee"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Outdoor dining area"", ""BBQ grill"", ""Stove"", ""Cleaning products"", ""Safe"", ""Indoor fireplace"", ""Clothing storage"", ""Room-darkening shades"", ""Wine glasses"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Microwave""]",t,2023-08-20,2024-01-01,Without license,1,375225503,99.0,14.0,19.49304,-99.1289,1.0,2.0,1.0,2.0,200.0,1.0,365,1.0,365.0,0,0,0,179,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.3
19239,Brenda,2023-01-27,"Mexico City, Mexico",within an hour,86%,0,Si ,"['email', 'phone']",t,1,No specified,Cuauhtémoc,27,2,2 shared baths,"[""Wifi"", ""Kitchen"", ""First aid kit"", ""Self check-in"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Lockbox""]",t,2023-09-08,2024-09-11,Without license,1,498288324,99.0,8.0,19.41617,-99.16713,1.0,2.0,1.0,1.0,187.0,1.0,365,1.0,365.0,6,36,65,65,18.0,15.0,3.0,4.44,4.9,4.78,4.72,4.78,4.94,4.5,1.4
19272,Barrio,2022-08-23,"Mexico City, Mexico",within an hour,99%,1,Centro Histórico de la Ciudad de México,['phone'],t,1,No specified,Cuauhtémoc,19,2,1 shared bath,"[""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Hair dryer"", ""Microwave""]",t,2023-08-19,2024-09-21,Without license,1,476408422,100.0,13.0,19.4306364,-99.1386755,1.0,1.0,1.0,1.0,362.0,1.0,365,1.0,1125.0,26,56,86,125,43.0,34.0,2.0,4.77,4.81,4.84,4.74,4.84,4.77,4.74,3.19
19322,Grace,2019-01-03,"Mexico City, Mexico",within a few hours,85%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Benito Juárez,47,2,1 shared bath,"[""Iron"", ""Wifi"", ""Paid washer \u2013 In building"", ""Courtyard view"", ""Cleaning available during stay"", ""Host greets you"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s dinnerware"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Kitchenette"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Coffee"", ""Promedio Sedal conditioner"", ""Bed linens"", ""Board games"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Outlet covers"", ""Cleaning products"", ""Hair dryer"", ""Fire extinguisher"", ""Calidad intermedia y funcional body soap"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Exterior security cameras on property"", ""Sun loungers"", ""Dedicated workspace"", ""Cooking basics"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Intermedia y funcional shampoo"", ""Microwave""]",t,2023-09-21,2024-08-07,Without license,0,234164369,91.0,2.0,19.38216,-99.16694,1.0,1.0,1.0,3.0,329.0,1.0,365,1.0,365.0,28,53,83,263,13.0,12.0,0.0,4.69,4.54,5.0,4.77,4.92,5.0,4.46,1.05
19330,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Fast wifi \u2013 298 Mbps"", ""Private patio or balcony"", ""Private gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Exercise equipment: free weights, yoga mat"", ""Hair dryer"", ""Microwave""]",t,2023-11-11,2024-06-27,Without license,1,94011901,99.0,7.3,19.362587531066136,-99.15128402055932,1.0,2.0,1.0,1.8,328.0,1.0,120,1.0,1125.0,28,55,71,346,4.0,4.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.37
19331,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Freezer"", ""Private gym in building"", ""Cleaning available during stay"", ""City skyline view"", ""Outdoor shower"", ""Coffee maker: drip coffee maker"", ""Dishes and silverware"", ""Self check-in"", ""Whirlpool refrigerator"", ""Exercise equipment"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""55 inch HDTV with Netflix"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Bidet"", ""Dining table"", ""Paid resort access"", ""Shower gel"", ""Luggage dropoff allowed"", ""Teka induction stove"", ""Fast wifi \u2013 284 Mbps"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Paid parking garage on premises \u2013 5 spaces"", ""Books and reading material"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2023-09-09,2024-04-17,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,2.0,306.0,1.0,120,1.0,1125.0,19,35,65,339,5.0,2.0,0.0,4.8,4.8,4.6,4.8,5.0,5.0,4.4,0.39
19340,Maria Yuliana,2016-09-07,"Mexico City, Mexico",within an hour,96%,0,Palermo Hollywood,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Benito Juárez,19,2,2 shared baths,"[""Iron"", ""Elevator"", ""Paid washer \u2013 In building"", ""Heating"", ""Private patio or balcony"", ""Shared gym in building"", ""City skyline view"", ""Coffee maker: drip coffee maker"", ""Paid parking on premises"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Dishwasher"", ""AC - split type ductless system"", ""Building staff"", ""Blender"", ""Body soap"", ""Carbon monoxide alarm"", ""Fast wifi \u2013 226 Mbps"", ""Hot water kettle"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Teka induction stove"", ""Coffee"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,1,94011901,99.0,7.3,19.3636441,-99.1507401,1.0,2.0,1.0,1.8,328.0,1.0,120,1.0,1125.0,28,55,85,348,0.0,0.0,0.0,4.8,4.69,4.9,4.8,4.9,4.9,4.8,0.13
19358,Barrio,2022-08-23,"Mexico City, Mexico",within an hour,99%,1,Centro Histórico de la Ciudad de México,['phone'],t,1,No specified,Cuauhtémoc,19,2,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Hair dryer"", ""Microwave""]",t,2023-08-24,2024-09-03,Without license,1,476408422,100.0,13.0,19.4306364,-99.1386755,1.0,1.0,1.0,1.0,362.0,1.0,365,1.0,1125.0,26,56,86,125,26.0,23.0,1.0,4.81,4.96,4.96,4.92,4.81,4.81,4.8,1.95
19374,Barrio,2022-08-23,"Mexico City, Mexico",within an hour,99%,1,Centro Histórico de la Ciudad de México,['phone'],t,1,No specified,Cuauhtémoc,19,2,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Safe"", ""Hair dryer"", ""Fire extinguisher"", ""Elevator"", ""Dedicated workspace"", ""Ping pong table"", ""Paid parking off premises"", ""Microwave""]",t,2023-08-26,2024-09-19,Without license,1,476408422,100.0,13.0,19.4306364,-99.1386755,1.0,1.0,1.0,1.0,280.0,1.0,365,1.0,1125.0,10,27,49,88,42.0,36.0,4.0,4.93,4.74,4.86,4.95,4.79,4.88,4.81,3.17
19377,Hostal,2022-11-09,No location,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,27,2,5 shared baths,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",t,31/12/2030,31/12/2030,Without license,1,487022411,96.3,12.0,19.4274452,-99.1572396,1.0,1.4,1.4,1.0,584.0,1.0,365,1.0,365.0,30,60,90,302,0.0,0.0,0.0,4.8,4.74,4.9,4.8,4.6,4.9,4.8,0.75
19392,Hostal,2022-11-09,No location,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,27,2,5 shared baths,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",t,31/12/2030,31/12/2030,Without license,1,487022411,96.3,12.0,19.4274452,-99.1572396,1.0,1.4,1.4,1.0,548.0,1.0,365,1.0,365.0,30,60,90,309,0.0,0.0,0.0,4.8,4.91,4.9,4.8,4.9,4.9,4.8,0.16
19393,Hostal,2022-11-09,No location,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,27,2,5 shared baths,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",t,31/12/2030,31/12/2030,Without license,1,487022411,96.3,12.0,19.4274452,-99.1572396,1.0,1.4,1.4,1.0,584.0,1.0,365,1.0,365.0,30,60,90,302,0.0,0.0,0.0,4.8,4.91,4.9,4.8,4.9,4.9,4.8,0.16
19394,Hostal,2022-11-09,No location,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,27,2,5 shared baths,"[""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm""]",t,31/12/2030,31/12/2030,Without license,1,487022411,96.3,12.0,19.4274452,-99.1572396,1.0,1.4,1.4,1.0,561.0,1.0,365,1.0,365.0,0,0,0,163,0.0,0.0,0.0,4.8,4.91,4.9,4.8,4.9,4.9,4.8,0.16
