,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5450,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,1 shared bath,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""First aid kit"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers""]",t,2019-05-30,2021-09-02,Without license,1,179833599,100.0,9.0,19.43157,-99.17092,2.0,1.0,1.4,1.0,1058.0,1.0,1125,1.0,30.0,7,14,33,303,40.0,0.0,0.0,5.0,5.0,4.93,4.98,4.93,4.98,4.98,0.62
5451,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,0 zero,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Coffee maker"", ""Fire extinguisher"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers""]",t,2019-06-28,2019-07-07,Without license,1,179833599,100.0,9.0,19.43136,-99.17074,2.0,1.5,1.0,1.0,1058.0,1.0,1125,1.0,30.0,9,14,28,254,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0.03
5452,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Oven"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hair dryer"", ""Microwave""]",t,2019-05-30,2022-11-29,Without license,1,179833599,100.0,9.0,19.4301,-99.17124,2.0,1.0,1.4,1.0,1058.0,1.0,1125,1.0,30.0,7,11,30,286,30.0,0.0,0.0,4.9,4.97,4.9,4.93,4.97,5.0,4.93,0.46
5658,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.0,1.4,1.0,1058.0,1.0,370,1.0,370.0,0,0,0,0,0.0,0.0,0.0,4.8,4.9,4.9,4.8,5.0,4.9,4.8,0.04
5659,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",t,2022-07-05,2022-07-05,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.0,1.4,1.0,1058.0,1.0,370,1.0,370.0,25,26,26,26,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5673,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",t,2022-11-02,2022-11-02,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.0,1.0,1.0,1058.0,1.0,370,1.0,370.0,16,23,23,23,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
5679,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Building staff""]",t,2019-11-18,2019-11-18,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.0,1.4,1.0,1058.0,1.0,370,1.0,370.0,26,34,34,34,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
5680,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""TV with Netflix"", ""Hair dryer"", ""Building staff""]",t,2022-05-22,2022-05-22,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.4,1.4,1.8,1058.0,1.0,370,1.0,370.0,26,33,33,33,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
5690,Distrito Condesa,2012-03-08,"Mexico City, Mexico",within an hour,100%,0,Hipódromo,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Cleaning products"", ""Safe"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",t,31/12/2030,31/12/2030,Without license,1,1886913,96.3,12.0,19.40751,-99.17531,2.0,1.4,1.0,1.8,351.0,1.0,365,1.0,365.0,12,34,58,328,0.0,0.0,0.0,4.8,4.39,4.9,4.8,4.83,4.9,4.8,1.3
5691,Distrito Condesa,2012-03-08,"Mexico City, Mexico",within an hour,100%,0,Hipódromo,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",t,31/12/2030,31/12/2030,Without license,1,1886913,96.3,12.0,19.40754,-99.17561,3.0,1.4,1.0,1.8,351.0,1.0,365,1.0,365.0,26,49,79,354,0.0,0.0,0.0,4.8,4.39,4.9,4.8,4.83,4.9,4.8,1.3
5709,María Antonieta,2018-02-28,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,"Mexico City, Mexico",Cuauhtémoc,53,3,1 shared bath,"[""Iron"", ""Hot water"", ""Carbon monoxide alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoking allowed"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Stove"", ""Essentials"", ""Oven"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Cooking basics"", ""Hangers"", ""Microwave""]",t,2019-06-24,2024-09-20,Without license,1,175923151,99.0,6.0,19.40461540222168,-99.15961456298828,1.0,1.0,1.0,1.0,375.0,1.0,1125,1.0,1125.0,30,60,90,365,86.0,24.0,4.0,4.78,4.86,4.67,4.91,4.9,4.88,4.77,1.34
5716,Distrito Condesa,2012-03-08,"Mexico City, Mexico",within an hour,100%,0,Hipódromo,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,42,3,1 bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",t,2019-07-19,2023-08-26,Without license,1,1886913,96.3,12.0,19.40899,-99.17353,3.0,1.4,1.0,1.8,385.0,1.0,365,1.0,365.0,26,54,84,359,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
5731,Distrito Condesa,2012-03-08,"Mexico City, Mexico",within an hour,100%,0,Hipódromo,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,42,3,1 shared bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer""]",t,2019-11-26,2019-11-26,Without license,1,1886913,96.3,12.0,19.40854,-99.17435,2.0,1.0,1.0,1.0,936.0,1.0,365,1.0,365.0,19,42,72,347,1.0,0.0,0.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0.02
5743,Joel,2016-06-25,"Mexico City, Mexico",Not defined,0%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,33,3,0 zero,"[""Pool"", ""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Hangers"", ""Free parking on premises"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dryer"", ""TV"", ""Hot tub"", ""Kitchen"", ""Smoke alarm"", ""Fire extinguisher"", ""Gym"", ""Exterior security cameras on property"", ""Hair dryer""]",t,2019-07-21,2019-07-21,Without license,0,79926743,96.3,1.0,19.38231,-99.19927,4.0,1.4,1.0,1.8,250.0,2.0,1125,2.0,1125.0,0,0,0,83,1.0,0.0,0.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,0.02
5774,Selene,2019-07-02,No location,Not defined,0%,0,Hipódromo,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 private bath,"[""Free parking on premises"", ""Iron"", ""TV"", ""Wifi"", ""Elevator"", ""Heating"", ""Breakfast"", ""Air conditioning"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",t,31/12/2030,31/12/2030,Without license,0,273109179,96.3,2.0,19.41504,-99.16568,2.0,1.0,1.0,1.0,1745.0,1.0,10,1.0,10.0,30,60,89,89,0.0,0.0,0.0,4.8,4.93,4.9,4.8,4.76,4.9,4.8,1.1
6071,Enrique,2014-11-21,"Mexico City, Mexico",within a few hours,100%,0,Coyoacán,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Coyoacán,42,3,1 private bath,"[""Shared patio or balcony"", ""Iron"", ""Outdoor furniture"", ""Wifi"", ""Paid washer \u2013 In building"", ""Heating"", ""Bathtub"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Breakfast"", ""Private hot tub"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Paid parking lot on premises \u2013 1 space"", ""Conditioner"", ""Private pool"", ""Indoor fireplace"", ""Fire extinguisher"", ""Air conditioning"", ""Paid dryer \u2013 In building"", ""Free street parking"", ""Smoking allowed"", ""Hair dryer"", ""Building staff""]",t,2019-09-22,2024-05-19,Without license,1,24017549,100.0,6.0,19.3459,-99.16171,2.0,1.4,1.0,1.8,542.0,1.0,365,1.0,365.0,19,37,62,331,43.0,1.0,0.0,4.74,4.65,4.9,4.88,4.84,4.95,4.63,0.7
6076,Jaime,2015-11-14,"San Antonio, TX",Not defined,0%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,15,3,1 shared bath,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Fire pit"", ""Heating"", ""Cleaning available during stay"", ""Self check-in"", ""Pets allowed"", ""Outdoor kitchen"", ""Hangers"", ""Free parking on premises"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Kitchen"", ""BBQ grill"", ""Outdoor dining area"", ""Gym"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",t,2019-08-14,2022-10-30,Without license,0,49039924,96.3,6.0,19.34628,-99.2,4.0,1.4,1.0,1.8,850.0,1.0,365,1.0,365.0,30,60,90,365,4.0,0.0,0.0,4.8,4.9,5.0,5.0,4.9,5.0,4.8,0.06
6080,Jaime,2015-11-14,"San Antonio, TX",Not defined,0%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,15,3,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Heating"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Breakfast"", ""Private hot tub"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Kitchen"", ""Hair dryer"", ""Air conditioning"", ""Gym"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Lockbox"", ""101 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix, Roku""]",t,2019-11-19,2019-11-19,Without license,0,49039924,96.3,6.0,19.3474,-99.2,2.9,1.4,1.0,1.8,2111.0,1.0,365,1.0,365.0,30,60,90,365,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02
6089,Cristián,2016-04-26,"Mexico City, Mexico",within an hour,100%,1,Coyoacán,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Coyoacán,15,3,1 private bath,"[""Iron"", ""Wifi"", ""Heating"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Bed linens"", ""Conditioner"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""Hair dryer""]",t,2019-09-30,2024-07-21,Without license,1,69008113,100.0,9.0,19.34921,-99.16183,2.0,1.0,1.0,1.0,2600.0,1.0,365,1.0,365.0,9,18,25,265,25.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.41
6096,María Antonieta,2018-02-28,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de Mexico, Mexico",Cuauhtémoc,53,3,1 shared bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Luggage dropoff allowed"", ""Kitchen"", ""Oven"", ""Stove"", ""Cooking basics"", ""Exterior security cameras on property"", ""Smoking allowed"", ""Paid parking off premises"", ""Microwave""]",t,2019-08-25,2024-09-17,Without license,1,175923151,99.0,6.0,19.40409469604492,-99.16024780273438,1.0,1.0,1.0,1.0,375.0,1.0,1125,1.0,1125.0,30,60,90,365,98.0,22.0,2.0,4.68,4.73,4.62,4.73,4.82,4.74,4.63,1.58
9014,Casa Mx,2019-02-20,"Mexico City, Mexico",within an hour,94%,0,Guerrero,"['email', 'phone']",t,1,No specified,Cuauhtémoc,84,3,1 shared bath,"[""Shared patio or balcony"", ""Wifi"", ""Paid washer \u2013 In building"", ""Cleaning available during stay"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hammock"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Luggage dropoff allowed"", ""Ping pong table"", ""Shared outdoor kitchen"", ""Bed linens"", ""Outdoor dining area"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Gym"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Building staff""]",t,2024-01-14,2024-06-05,Without license,1,244321663,99.0,16.0,19.4393,-99.14381,1.0,1.0,1.0,1.0,197.0,1.0,365,1.0,1125.0,24,50,77,245,6.0,6.0,0.0,4.8,4.67,4.9,4.5,4.67,4.67,4.83,0.7
22827,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40738,-99.16922,4.0,2.0,2.0,2.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,4.83,4.9,4.8,4.73,4.9,4.8,3.63
22828,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.406735176600424,-99.16755157276776,4.0,2.0,2.0,2.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,4.83,4.9,4.8,4.73,4.9,4.8,3.63
22839,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40672,-99.16992,6.0,3.0,3.0,3.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.9,4.9,4.8,0.99
22913,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.406853705053184,-99.1681994711068,2.0,1.0,1.0,1.0,1058.0,1.0,1125,1.0,905.9,22,48,78,352,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.9,4.9,4.8,1.34
22922,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40833,-99.16803,6.0,3.0,3.0,3.0,1058.0,1.0,1125,1.0,990.8,29,59,89,363,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
22923,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,3 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40894721564502,-99.16968205504558,6.0,3.0,3.0,3.0,1058.0,1.0,1125,1.0,911.1,21,47,77,351,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
22924,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40684792269204,-99.16899247973863,2.0,1.0,1.0,1.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
22925,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,1 bath,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40677244885305,-99.16772674314149,2.0,1.0,1.0,1.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
22926,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.40691644655866,-99.1679096215427,4.0,2.0,2.0,2.0,1058.0,1.0,1125,1.0,905.9,22,48,78,352,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
22927,Mondrian Mexico City,2023-11-20,No location,within a few hours,100%,0,Not specified,['phone'],t,0,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,8,3,2 baths,"[""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,547379024,96.3,31.0,19.406992089475533,-99.1678368406751,4.0,2.0,2.0,2.0,1058.0,1.0,1125,1.0,990.8,30,60,90,364,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.87
23180,Andaz Mexico City,2023-11-15,No location,within a day,50%,0,Not specified,['phone'],t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 bath,"[""Pool"", ""Iron"", ""Wifi"", ""Heating"", ""Paid parking on premises"", ""Refrigerator"", ""Self check-in"", ""Pets allowed"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Air conditioning"", ""Gym"", ""Dedicated workspace"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,1,546670717,100.0,12.0,19.40903133599291,-99.1697972401784,2.0,1.0,1.0,1.0,1058.0,1.0,365,1.0,2.6,21,48,78,85,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,2.36
